0,Gene Count,Interesting Gene Count,Hypergeom pvalue
GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,53,2,0.5020891764868546
GO_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,53,2,0.5020891764868546
GO_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL,53,2,0.5020891764868546
NKX6_1_TARGET_GENES,33,1,0.5038673902810972
GO_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,33,1,0.5038673902810972
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,33,1,0.5038673902810972
GO_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION,33,1,0.5038673902810972
GO_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY,33,1,0.5038673902810972
KEGG_PROPANOATE_METABOLISM,33,1,0.5038673902810972
GO_OLFACTORY_LOBE_DEVELOPMENT,33,1,0.5038673902810972
GO_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE,33,1,0.5038673902810972
GO_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION,33,1,0.5038673902810972
GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER,33,1,0.5038673902810972
GO_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY,33,1,0.5038673902810972
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH,33,1,0.5038673902810972
PID_EPO_PATHWAY,33,1,0.5038673902810972
GO_RESPONSE_TO_AMPHETAMINE,33,1,0.5038673902810972
GO_METANEPHROS_MORPHOGENESIS,33,1,0.5038673902810972
GO_EATING_BEHAVIOR,33,1,0.5038673902810972
GO_KERATAN_SULFATE_METABOLIC_PROCESS,33,1,0.5038673902810972
GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY,33,1,0.5038673902810972
GO_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,33,1,0.5038673902810972
GO_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY,33,1,0.5038673902810972
GO_NEGATIVE_REGULATION_OF_EXOCYTOSIS,33,1,0.5038673902810972
GO_DEPHOSPHORYLATION,492,24,0.5050760515867041
GO_STEROID_METABOLIC_PROCESS,332,16,0.5058656274174402
GO_NEURON_PROJECTION_EXTENSION,172,8,0.507816995111897
GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,152,7,0.5082954257095259
KEGG_TIGHT_JUNCTION,132,6,0.5088946178595805
GO_RESPONSE_TO_ACID_CHEMICAL,132,6,0.5088946178595805
GO_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,132,6,0.5088946178595805
GO_POSTSYNAPTIC_DENSITY_MEMBRANE,92,4,0.510732333242317
GO_NEURON_PROJECTION_ORGANIZATION,92,4,0.510732333242317
GO_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,72,3,0.5122875275985377
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,72,3,0.5122875275985377
SMCHD1_TARGET_GENES,72,3,0.5122875275985377
GO_MYELOID_CELL_DEVELOPMENT,72,3,0.5122875275985377
GO_RIBONUCLEOSIDE_METABOLIC_PROCESS,72,3,0.5122875275985377
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS,590,29,0.512434657356179
GO_REGULATION_OF_PROTEIN_POLYMERIZATION,231,11,0.5128819991410748
UBN1_TARGET_GENES,1768,88,0.513038827222899
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,211,10,0.5134403989756071
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_ASSEMBLY,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION,13,0,0.5134839439524688
GO_WASH_COMPLEX,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT,13,0,0.5134839439524688
GO_REGULATION_OF_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,13,0,0.5134839439524688
GO_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS,13,0,0.5134839439524688
GO_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,13,0,0.5134839439524688
GO_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,13,0,0.5134839439524688
GO_REGULATION_OF_VASCULAR_WOUND_HEALING,13,0,0.5134839439524688
GO_PHOSPHOLIPID_HOMEOSTASIS,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,13,0,0.5134839439524688
GO_SPHINGOMYELIN_METABOLIC_PROCESS,13,0,0.5134839439524688
GO_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY,13,0,0.5134839439524688
GO_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY,13,0,0.5134839439524688
GO_ADENOHYPOPHYSIS_DEVELOPMENT,13,0,0.5134839439524688
GO_CELLULAR_RESPONSE_TO_NITROGEN_STARVATION,13,0,0.5134839439524688
GO_EYELID_DEVELOPMENT_IN_CAMERA_TYPE_EYE,13,0,0.5134839439524688
GO_TELENCEPHALON_REGIONALIZATION,13,0,0.5134839439524688
GO_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,13,0,0.5134839439524688
GO_AXO_DENDRITIC_PROTEIN_TRANSPORT,13,0,0.5134839439524688
GO_MIDGUT_DEVELOPMENT,13,0,0.5134839439524688
GO_CELLULAR_ANION_HOMEOSTASIS,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,13,0,0.5134839439524688
GO_REGULATION_OF_MITOCHONDRIAL_FUSION,13,0,0.5134839439524688
GO_GANGLIOSIDE_BIOSYNTHETIC_PROCESS,13,0,0.5134839439524688
GO_REGULATION_OF_VITAMIN_METABOLIC_PROCESS,13,0,0.5134839439524688
GO_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,13,0,0.5134839439524688
GO_XY_BODY,13,0,0.5134839439524688
GO_REVERSIBLE_DIFFERENTIATION,13,0,0.5134839439524688
GO_LATERAL_SPROUTING_FROM_AN_EPITHELIUM,13,0,0.5134839439524688
GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS,13,0,0.5134839439524688
GO_DERMATAN_SULFATE_METABOLIC_PROCESS,13,0,0.5134839439524688
GO_RESPONSE_TO_LEUCINE,13,0,0.5134839439524688
GO_DETECTION_OF_CALCIUM_ION,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,13,0,0.5134839439524688
GO_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION,13,0,0.5134839439524688
GO_MYOBLAST_MIGRATION,13,0,0.5134839439524688
GO_HYPEROSMOTIC_SALINITY_RESPONSE,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_HEART_RATE,13,0,0.5134839439524688
GO_T_CELL_EXTRAVASATION,13,0,0.5134839439524688
GO_ETHANOL_CATABOLIC_PROCESS,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS,13,0,0.5134839439524688
GO_MESENCHYMAL_CELL_APOPTOTIC_PROCESS,13,0,0.5134839439524688
GO_OPSONIZATION,13,0,0.5134839439524688
GO_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,13,0,0.5134839439524688
GO_MACROMOLECULE_DEPALMITOYLATION,13,0,0.5134839439524688
GO_SIGNAL_RECOGNITION_PARTICLE_ENDOPLASMIC_RETICULUM_TARGETING,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,13,0,0.5134839439524688
GO_ACTIN_CROSSLINK_FORMATION,13,0,0.5134839439524688
KEGG_SULFUR_METABOLISM,13,0,0.5134839439524688
GO_NETRIN_ACTIVATED_SIGNALING_PATHWAY,13,0,0.5134839439524688
GO_REGULATION_OF_PINOCYTOSIS,13,0,0.5134839439524688
GO_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY,13,0,0.5134839439524688
GO_MINERALOCORTICOID_METABOLIC_PROCESS,13,0,0.5134839439524688
GO_ESTROGEN_BIOSYNTHETIC_PROCESS,13,0,0.5134839439524688
GO_MAST_CELL_MIGRATION,13,0,0.5134839439524688
GO_PROTEIN_LOCALIZATION_TO_NON_MOTILE_CILIUM,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,13,0,0.5134839439524688
GO_DOPAMINERGIC_SYNAPSE,13,0,0.5134839439524688
GO_DENDRITIC_CELL_CYTOKINE_PRODUCTION,13,0,0.5134839439524688
GO_GLOMERULAR_EPITHELIAL_CELL_DEVELOPMENT,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION,13,0,0.5134839439524688
GO_IMP_METABOLIC_PROCESS,13,0,0.5134839439524688
GO_REGULATION_OF_AUTOPHAGOSOME_MATURATION,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION,13,0,0.5134839439524688
GO_SPINAL_CORD_MOTOR_NEURON_CELL_FATE_SPECIFICATION,13,0,0.5134839439524688
GO_BONE_TRABECULA_MORPHOGENESIS,13,0,0.5134839439524688
GO_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX,13,0,0.5134839439524688
GO_REGULATION_OF_BLOOD_VESSEL_REMODELING,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL,13,0,0.5134839439524688
GO_LYSINE_METABOLIC_PROCESS,13,0,0.5134839439524688
GO_GAP_JUNCTION_ASSEMBLY,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,13,0,0.5134839439524688
CARM1_TARGET_GENES,13,0,0.5134839439524688
GO_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,13,0,0.5134839439524688
GO_GOLGI_TRANSPORT_COMPLEX,13,0,0.5134839439524688
GO_REGULATION_OF_NEUTROPHIL_ACTIVATION,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,13,0,0.5134839439524688
ZNF19_TARGET_GENES,13,0,0.5134839439524688
GO_URATE_METABOLIC_PROCESS,13,0,0.5134839439524688
GO_SIN3_COMPLEX,13,0,0.5134839439524688
GO_SMAD_PROTEIN_COMPLEX_ASSEMBLY,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_ACTION_POTENTIAL,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_PROTEIN_IMPORT,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION,13,0,0.5134839439524688
GO_UREA_METABOLIC_PROCESS,13,0,0.5134839439524688
GO_REGULATION_OF_GTP_BINDING,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY,13,0,0.5134839439524688
GO_CELL_TRAILING_EDGE,13,0,0.5134839439524688
GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY,13,0,0.5134839439524688
GO_RESPONSE_TO_BACTERIAL_LIPOPROTEIN,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_GLIAL_CELL_MIGRATION,13,0,0.5134839439524688
GO_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION,13,0,0.5134839439524688
GO_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NERVOUS_SYSTEM_PROCESS,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION,13,0,0.5134839439524688
GO_OLIGOSACCHARIDE_CATABOLIC_PROCESS,13,0,0.5134839439524688
GO_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,13,0,0.5134839439524688
GO_EARLY_PHAGOSOME,13,0,0.5134839439524688
GO_PROTEIN_POLYGLUTAMYLATION,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,13,0,0.5134839439524688
GO_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,13,0,0.5134839439524688
GO_MITOCHONDRIAL_DNA_REPLICATION,13,0,0.5134839439524688
GO_ARGININE_TRANSPORT,13,0,0.5134839439524688
GO_INNER_CELL_MASS_CELL_PROLIFERATION,13,0,0.5134839439524688
GO_DIVALENT_METAL_ION_EXPORT,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION,13,0,0.5134839439524688
GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_4F_COMPLEX,13,0,0.5134839439524688
GO_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION,13,0,0.5134839439524688
GO_MKS_COMPLEX,13,0,0.5134839439524688
GO_QUATERNARY_AMMONIUM_GROUP_TRANSPORT,13,0,0.5134839439524688
GO_OLIGOSACCHARYLTRANSFERASE_COMPLEX,13,0,0.5134839439524688
GO_DENDRITE_TERMINUS,13,0,0.5134839439524688
GO_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION,13,0,0.5134839439524688
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND,13,0,0.5134839439524688
GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY,13,0,0.5134839439524688
KEGG_CIRCADIAN_RHYTHM_MAMMAL,13,0,0.5134839439524688
GO_THALAMUS_DEVELOPMENT,13,0,0.5134839439524688
GO_REGULATION_OF_ARTERY_MORPHOGENESIS,13,0,0.5134839439524688
GO_RETINAL_ROD_CELL_DIFFERENTIATION,13,0,0.5134839439524688
GO_UV_DAMAGE_EXCISION_REPAIR,13,0,0.5134839439524688
GO_GLYCINE_TRANSPORT,13,0,0.5134839439524688
GO_SUCKLING_BEHAVIOR,13,0,0.5134839439524688
GO_REGULATION_OF_GROWTH_HORMONE_SECRETION,13,0,0.5134839439524688
GO_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,52,2,0.5148578734766852
GO_CELLULAR_PIGMENTATION,52,2,0.5148578734766852
GO_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY,52,2,0.5148578734766852
KEGG_ENDOMETRIAL_CANCER,52,2,0.5148578734766852
GO_REGULATION_OF_MEIOTIC_CELL_CYCLE,52,2,0.5148578734766852
GO_POSITIVE_REGULATION_OF_HEART_GROWTH,52,2,0.5148578734766852
GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,52,2,0.5148578734766852
GO_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY,52,2,0.5148578734766852
GO_SODIUM_ION_HOMEOSTASIS,52,2,0.5148578734766852
GO_LUNG_MORPHOGENESIS,52,2,0.5148578734766852
PID_KIT_PATHWAY,52,2,0.5148578734766852
GO_REGULATION_OF_PEPTIDE_TRANSPORT,709,35,0.515034995149585
KEGG_WNT_SIGNALING_PATHWAY,151,7,0.5157886983373723
GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,509,25,0.5173343136508716
GO_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,210,10,0.5198017169347621
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,210,10,0.5198017169347621
GO_CELLULAR_RESPONSE_TO_LIPID,588,29,0.5200985450503324
GO_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,32,1,0.520190952642644
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,32,1,0.520190952642644
PER1_TARGET_GENES,32,1,0.520190952642644
GO_POLYSOMAL_RIBOSOME,32,1,0.520190952642644
GO_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT,32,1,0.520190952642644
HALLMARK_NOTCH_SIGNALING,32,1,0.520190952642644
GO_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION,32,1,0.520190952642644
GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION,32,1,0.520190952642644
GO_RESPONSE_TO_X_RAY,32,1,0.520190952642644
GO_REGULATION_OF_FATTY_ACID_OXIDATION,32,1,0.520190952642644
PID_WNT_NONCANONICAL_PATHWAY,32,1,0.520190952642644
GO_PROTEIN_DEMETHYLATION,32,1,0.520190952642644
GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,32,1,0.520190952642644
GO_REGULATION_OF_NEURON_PROJECTION_REGENERATION,32,1,0.520190952642644
GO_PROTEIN_KINASE_C_SIGNALING,32,1,0.520190952642644
GO_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS,32,1,0.520190952642644
GO_ENDOTHELIAL_CELL_CHEMOTAXIS,32,1,0.520190952642644
GO_ERBB2_SIGNALING_PATHWAY,32,1,0.520190952642644
GO_EXTRACELLULAR_TRANSPORT,32,1,0.520190952642644
GO_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,32,1,0.520190952642644
GO_PROTEIN_CONTAINING_COMPLEX_REMODELING,32,1,0.520190952642644
GO_LIVER_REGENERATION,32,1,0.520190952642644
GO_ESTROGEN_METABOLIC_PROCESS,32,1,0.520190952642644
PID_NETRIN_PATHWAY,32,1,0.520190952642644
ALX4_TARGET_GENES,32,1,0.520190952642644
GO_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS,32,1,0.520190952642644
GO_MAMMARY_GLAND_DUCT_MORPHOGENESIS,32,1,0.520190952642644
GO_REGULATION_OF_TISSUE_REMODELING,91,4,0.5203856409096893
GO_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,91,4,0.5203856409096893
GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH,91,4,0.5203856409096893
GO_MEMBRANE_DEPOLARIZATION,91,4,0.5203856409096893
GO_AZUROPHIL_GRANULE_LUMEN,91,4,0.5203856409096893
GO_CELLULAR_RESPONSE_TO_ALCOHOL,91,4,0.5203856409096893
GO_POSITIVE_REGULATION_OF_EXOCYTOSIS,91,4,0.5203856409096893
GO_INTERCELLULAR_BRIDGE,71,3,0.5232232260172796
GO_CELLULAR_RESPONSE_TO_DRUG,71,3,0.5232232260172796
GO_REGULATION_OF_CARTILAGE_DEVELOPMENT,71,3,0.5232232260172796
GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT,71,3,0.5232232260172796
GO_VESICLE_MEMBRANE,806,40,0.5241104468042406
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,368,18,0.5248550874198674
GO_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,130,6,0.5250173940489378
GO_REGULATION_OF_CHEMOTAXIS,229,11,0.5250564361079681
GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS,507,25,0.5255696029706013
GO_REGULATION_OF_DEPHOSPHORYLATION,209,10,0.5261785671720427
GO_NEGATIVE_REGULATION_OF_SECRETION,209,10,0.5261785671720427
GO_RESPONSE_TO_CATECHOLAMINE,110,5,0.5271942698644445
GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,110,5,0.5271942698644445
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE,51,2,0.5277808987036423
GO_INTERMEDIATE_FILAMENT_BASED_PROCESS,51,2,0.5277808987036423
GO_NEGATIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,51,2,0.5277808987036423
GO_FOREBRAIN_NEURON_DIFFERENTIATION,51,2,0.5277808987036423
GO_CRANIAL_NERVE_DEVELOPMENT,51,2,0.5277808987036423
GO_MOVEMENT_IN_HOST_ENVIRONMENT,169,8,0.5290143460964446
GO_SKIN_EPIDERMIS_DEVELOPMENT,90,4,0.5300997672706861
KEGG_DILATED_CARDIOMYOPATHY,90,4,0.5300997672706861
KEGG_LONG_TERM_POTENTIATION,70,3,0.5342474202659899
GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE,70,3,0.5342474202659899
KEGG_RENAL_CELL_CARCINOMA,70,3,0.5342474202659899
PID_AP1_PATHWAY,70,3,0.5342474202659899
GO_RESPONSE_TO_BMP,168,8,0.5361216045275641
GO_T_HELPER_17_TYPE_IMMUNE_RESPONSE,31,1,0.536835716297964
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,31,1,0.536835716297964
GO_FLEMMING_BODY,31,1,0.536835716297964
PID_CD40_PATHWAY,31,1,0.536835716297964
GO_PEPTIDE_CATABOLIC_PROCESS,31,1,0.536835716297964
GO_POSITIVE_REGULATION_OF_P38MAPK_CASCADE,31,1,0.536835716297964
GO_LONG_TERM_SYNAPTIC_DEPRESSION,31,1,0.536835716297964
GO_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION,31,1,0.536835716297964
ZNF354A_TARGET_GENES,31,1,0.536835716297964
PID_NEPHRIN_NEPH1_PATHWAY,31,1,0.536835716297964
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,31,1,0.536835716297964
GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION,31,1,0.536835716297964
GO_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL,31,1,0.536835716297964
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,31,1,0.536835716297964
GO_RESPONSE_TO_ISOQUINOLINE_ALKALOID,31,1,0.536835716297964
GO_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,31,1,0.536835716297964
GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,31,1,0.536835716297964
GO_RELAXATION_OF_MUSCLE,31,1,0.536835716297964
GO_SCHWANN_CELL_DEVELOPMENT,31,1,0.536835716297964
GO_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,31,1,0.536835716297964
GO_PROTEIN_TARGETING_TO_MEMBRANE,207,10,0.5389728052731606
GO_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,207,10,0.5389728052731606
GO_REGULATION_OF_PEPTIDASE_ACTIVITY,464,23,0.5394268643585655
GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,89,4,0.5398700756708793
GO_REGULATION_OF_JUN_KINASE_ACTIVITY,89,4,0.5398700756708793
GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,980,49,0.5400671085670541
GO_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION,12,0,0.5405065414593473
GO_SODIUM_POTASSIUM_EXCHANGING_ATPASE_COMPLEX,12,0,0.5405065414593473
GO_POSITIVE_REGULATION_OF_ACTION_POTENTIAL,12,0,0.5405065414593473
GO_REGULATION_OF_PLASMINOGEN_ACTIVATION,12,0,0.5405065414593473
GO_KERATAN_SULFATE_CATABOLIC_PROCESS,12,0,0.5405065414593473
GO_POSITIVE_REGULATION_OF_VESICLE_FUSION,12,0,0.5405065414593473
GO_INTRACELLULAR_MRNA_LOCALIZATION,12,0,0.5405065414593473
GO_HISTONE_H2B_UBIQUITINATION,12,0,0.5405065414593473
GO_RESPONSE_TO_PARATHYROID_HORMONE,12,0,0.5405065414593473
GO_PIGMENT_ACCUMULATION,12,0,0.5405065414593473
GO_CYTIDINE_TO_URIDINE_EDITING,12,0,0.5405065414593473
GO_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL,12,0,0.5405065414593473
GO_NERVE_GROWTH_FACTOR_SIGNALING_PATHWAY,12,0,0.5405065414593473
GO_INSEMINATION,12,0,0.5405065414593473
GO_POSITIVE_REGULATION_OF_CHEMOKINE_BIOSYNTHETIC_PROCESS,12,0,0.5405065414593473
GO_MAINTENANCE_OF_ORGANELLE_LOCATION,12,0,0.5405065414593473
GO_PROLINE_TRANSPORT,12,0,0.5405065414593473
GO_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY,12,0,0.5405065414593473
GO_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY,12,0,0.5405065414593473
GO_XENOBIOTIC_CATABOLIC_PROCESS,12,0,0.5405065414593473
GO_SEMINIFEROUS_TUBULE_DEVELOPMENT,12,0,0.5405065414593473
GO_DIVALENT_INORGANIC_ANION_HOMEOSTASIS,12,0,0.5405065414593473
GO_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS,12,0,0.5405065414593473
GO_NEGATIVE_REGULATION_OF_PROTEIN_SUMOYLATION,12,0,0.5405065414593473
GO_T_CELL_TOLERANCE_INDUCTION,12,0,0.5405065414593473
GO_NEURONAL_DENSE_CORE_VESICLE,12,0,0.5405065414593473
GO_HEMIDESMOSOME_ASSEMBLY,12,0,0.5405065414593473
GO_NEGATIVE_T_CELL_SELECTION,12,0,0.5405065414593473
GO_KETONE_CATABOLIC_PROCESS,12,0,0.5405065414593473
GO_LAYER_FORMATION_IN_CEREBRAL_CORTEX,12,0,0.5405065414593473
GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS,12,0,0.5405065414593473
